epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,27.5094,0.86495,0.68047,0.99325,0.83999,0.75,0.83074,0.64544,0.82004,1.10928,1.0613,0.0003868,0.0003868,0.0003868
22,28.2409,0.76987,0.58561,0.97733,0.84398,0.75,0.83372,0.63612,0.84324,1.11555,1.05476,0.000405447,0.000405447,0.000405447
23,28.8854,0.83871,0.62769,0.97627,0.88669,0.70833,0.84475,0.64249,0.8441,1.0467,1.0408,0.000424028,0.000424028,0.000424028
24,29.5835,0.80717,0.68963,0.97986,0.92917,0.66667,0.84497,0.636,0.84498,0.97189,1.03331,0.000442543,0.000442543,0.000442543
25,30.226,0.88224,0.73088,1.00532,0.81819,0.79167,0.85341,0.6349,0.85767,0.89531,1.04104,0.000460992,0.000460992,0.000460992
26,30.8945,0.84204,0.71979,0.97062,0.97716,0.70833,0.85751,0.65521,0.84006,0.83438,1.04323,0.000479375,0.000479375,0.000479375
27,31.5622,0.83394,0.70429,0.9433,0.94888,0.79167,0.87271,0.66533,0.825,0.75194,1.0441,0.000497692,0.000497692,0.000497692
28,32.4059,0.9591,0.77123,0.99946,0.94938,0.78179,0.88366,0.67515,0.82106,0.71764,1.04895,0.000515943,0.000515943,0.000515943
29,33.1043,0.89628,0.66013,0.98546,0.94245,0.75,0.87576,0.67228,0.81058,0.70202,1.05707,0.000534128,0.000534128,0.000534128
30,33.7508,0.75584,0.60632,0.96437,0.93813,0.75,0.8699,0.66394,0.81428,0.67489,1.06615,0.000552247,0.000552247,0.000552247
31,34.3933,0.72294,0.52737,0.93139,0.93731,0.75,0.86009,0.65474,0.82101,0.67815,1.06157,0.0005703,0.0005703,0.0005703
32,35.0274,0.87446,0.63458,0.96724,0.95437,0.75,0.86091,0.65618,0.83764,0.66152,1.05863,0.000588287,0.000588287,0.000588287
33,35.6683,0.85597,0.60945,0.93948,0.98078,0.75,0.87059,0.6485,0.84013,0.63373,1.04483,0.000606208,0.000606208,0.000606208
34,36.3265,0.70933,0.52898,0.90406,0.98371,0.75,0.88637,0.65658,0.85162,0.6198,1.03722,0.000624063,0.000624063,0.000624063
35,36.9904,0.66855,0.5228,0.98376,0.98729,0.75,0.90282,0.66155,0.85699,0.60252,1.03236,0.000641852,0.000641852,0.000641852
36,37.6321,0.75644,0.52811,0.90869,0.93901,0.79167,0.92463,0.66751,0.8517,0.58604,1.03385,0.000659575,0.000659575,0.000659575
37,38.2776,0.92829,0.63821,1.0315,0.94964,0.79167,0.93208,0.68873,0.8568,0.56122,1.04305,0.000677232,0.000677232,0.000677232
38,38.967,0.8132,0.62488,0.89746,0.90863,0.82891,0.942,0.68357,0.85436,0.53775,1.05289,0.000694823,0.000694823,0.000694823
39,39.5965,0.8013,0.55657,0.93587,0.90878,0.83038,0.94726,0.67898,0.84383,0.54058,1.057,0.000712348,0.000712348,0.000712348
40,40.2708,0.85799,0.67028,0.99333,0.81018,0.91667,0.92773,0.6697,0.84086,0.56086,1.03505,0.000729807,0.000729807,0.000729807
41,40.9353,0.79499,0.61153,0.90708,0.7916,0.94988,0.92211,0.66914,0.86298,0.58888,1.03723,0.0007472,0.0007472,0.0007472
42,41.6185,1.1764,0.87571,1.06079,0.81137,0.95833,0.93985,0.68356,0.87539,0.60163,1.04456,0.000764527,0.000764527,0.000764527
43,42.2801,0.92509,0.60821,0.98136,0.93275,0.91667,0.95835,0.67228,0.8841,0.58776,1.05182,0.000781788,0.000781788,0.000781788
44,43.0895,0.82938,0.6152,0.96796,0.88776,0.98902,0.98263,0.70353,0.88412,0.57526,1.05817,0.000798983,0.000798983,0.000798983
45,43.7654,0.85287,0.54449,0.92634,0.91874,1,0.98692,0.72216,0.89714,0.54711,1.0491,0.000816112,0.000816112,0.000816112
46,44.4298,0.73797,0.57555,0.90825,0.91874,1,0.98151,0.73159,0.88242,0.54039,1.03086,0.000833175,0.000833175,0.000833175
47,45.1111,0.90073,0.5945,0.95926,0.88223,1,0.97475,0.72994,0.86967,0.53393,1.01759,0.000850172,0.000850172,0.000850172
48,45.7951,0.91389,0.63664,0.99164,0.88181,1,0.97649,0.7123,0.90892,0.5238,1.01556,0.000867103,0.000867103,0.000867103
49,46.5467,0.97122,0.60593,0.99399,0.92224,0.98863,0.98363,0.71597,0.94074,0.5417,1.02082,0.000883968,0.000883968,0.000883968
50,47.1853,0.91329,0.64928,0.97095,0.92209,1,0.987,0.70632,0.97157,0.54429,1.02907,0.000900767,0.000900767,0.000900767
51,47.8413,0.98969,0.64138,1.02688,0.92209,1,0.987,0.70632,0.97157,0.54429,1.02907,0.0009175,0.0009175,0.0009175
52,48.5597,0.99681,0.60885,0.95921,0.91505,1,0.98859,0.72448,0.93802,0.55724,1.0249,0.000934167,0.000934167,0.000934167
53,49.2066,0.85138,0.58695,0.9276,0.91505,1,0.98859,0.72448,0.93802,0.55724,1.0249,0.000950768,0.000950768,0.000950768
54,49.844,0.90903,0.63239,1.04189,0.97755,0.95833,0.99056,0.712,0.8959,0.5511,1.02135,0.000967303,0.000967303,0.000967303
55,50.5144,1.04204,0.64965,0.95287,0.97755,0.95833,0.99056,0.712,0.8959,0.5511,1.02135,0.000983772,0.000983772,0.000983772
56,51.2251,0.95995,0.65458,0.96015,0.9121,0.95833,0.95405,0.72985,0.89143,0.54793,1.02454,0.00100018,0.00100018,0.00100018
57,51.8729,0.82986,0.55462,0.90278,0.9121,0.95833,0.95405,0.72985,0.89143,0.54793,1.02454,0.00101651,0.00101651,0.00101651
58,52.6109,0.84144,0.56672,0.96451,0.89874,0.95833,0.97905,0.73978,0.85575,0.55602,1.00705,0.00103278,0.00103278,0.00103278
59,53.413,0.94981,0.65459,0.9418,0.89874,0.95833,0.97905,0.73978,0.85575,0.55602,1.00705,0.00104899,0.00104899,0.00104899
60,54.0767,0.82265,0.58177,0.94862,0.88694,0.95833,0.97825,0.76497,0.85682,0.59192,1.00224,0.00106513,0.00106513,0.00106513
61,54.7161,0.83156,0.57315,0.95146,0.88694,0.95833,0.97825,0.76497,0.85682,0.59192,1.00224,0.0010812,0.0010812,0.0010812
62,55.3719,0.8624,0.55075,0.94223,0.88821,0.99342,0.97722,0.77795,0.87288,0.63215,1.01721,0.00109721,0.00109721,0.00109721
63,56.0644,0.85663,0.58462,0.97082,0.88821,0.99342,0.97722,0.77795,0.87288,0.63215,1.01721,0.00111315,0.00111315,0.00111315
64,56.7592,0.7362,0.56202,0.97084,0.81266,0.95833,0.95692,0.76757,0.86284,0.60353,1.01131,0.00112902,0.00112902,0.00112902
65,57.4355,1.00365,0.72048,0.95639,0.81266,0.95833,0.95692,0.76757,0.86284,0.60353,1.01131,0.00114483,0.00114483,0.00114483
66,58.0936,0.88662,0.65223,0.96427,0.88419,0.95452,0.96887,0.77596,0.84799,0.59546,1.00496,0.00116058,0.00116058,0.00116058
67,58.7074,0.92203,0.61048,0.92582,0.88419,0.95452,0.96887,0.77596,0.84799,0.59546,1.00496,0.00117625,0.00117625,0.00117625
68,59.3622,0.94152,0.63351,0.97626,0.97153,0.875,0.98134,0.77364,0.83035,0.54395,0.99379,0.00119186,0.00119186,0.00119186
69,59.9942,0.83579,0.577,0.9667,0.97153,0.875,0.98134,0.77364,0.83035,0.54395,0.99379,0.00120741,0.00120741,0.00120741
70,60.6566,0.83439,0.52141,0.92514,0.9524,0.95833,0.98929,0.75878,0.77878,0.54878,0.98032,0.00122289,0.00122289,0.00122289
71,61.3022,0.97814,0.62586,0.93276,0.9524,0.95833,0.98929,0.75878,0.77878,0.54878,0.98032,0.0012383,0.0012383,0.0012383
72,61.9906,0.83818,0.58789,0.9863,0.95958,0.98951,0.9934,0.7597,0.75403,0.58602,0.98725,0.00125365,0.00125365,0.00125365
73,62.6293,0.96624,0.65193,0.97387,0.95958,0.98951,0.9934,0.7597,0.75403,0.58602,0.98725,0.00126893,0.00126893,0.00126893
74,63.4428,0.9123,0.69309,1.00933,0.98752,0.95833,0.99192,0.76954,0.7356,0.57339,0.99811,0.00128414,0.00128414,0.00128414
75,64.0619,1.02579,0.63296,0.93385,0.98752,0.95833,0.99192,0.76954,0.7356,0.57339,0.99811,0.00129929,0.00129929,0.00129929
76,64.6977,0.90642,0.58108,0.95306,1,0.94542,0.99192,0.78152,0.76886,0.57559,1.01937,0.00131438,0.00131438,0.00131438
77,65.3523,0.87706,0.64886,0.96507,1,0.94542,0.99192,0.78152,0.76886,0.57559,1.01937,0.00132939,0.00132939,0.00132939
78,66.0115,0.87529,0.66568,0.96541,0.9922,0.95833,0.9934,0.76305,0.82461,0.60225,1.04045,0.00134434,0.00134434,0.00134434
79,66.6551,0.77085,0.53527,0.9194,0.9922,0.95833,0.9934,0.76305,0.82461,0.60225,1.04045,0.00135923,0.00135923,0.00135923
80,67.3526,0.85757,0.58949,0.94923,0.95662,1,0.967,0.69473,0.84933,0.62108,1.05109,0.00137405,0.00137405,0.00137405
81,67.9997,0.8098,0.56629,1.01218,0.95662,1,0.967,0.69473,0.84933,0.62108,1.05109,0.0013888,0.0013888,0.0013888
82,68.6882,0.72161,0.53125,0.94088,0.99565,1,0.995,0.75815,0.80471,0.56571,1.02009,0.00140349,0.00140349,0.00140349
83,69.3633,0.77439,0.55962,0.91694,0.99565,1,0.995,0.75815,0.80471,0.56571,1.02009,0.00141811,0.00141811,0.00141811
84,70.0653,0.84721,0.60002,0.94742,0.99288,1,0.995,0.79071,0.72356,0.51992,0.98721,0.00143266,0.00143266,0.00143266
85,70.6951,0.72259,0.49489,0.90084,0.99288,1,0.995,0.79071,0.72356,0.51992,0.98721,0.00144715,0.00144715,0.00144715
86,71.3854,0.80418,0.53631,0.89786,0.98635,1,0.995,0.81545,0.7129,0.56279,0.98583,0.00146158,0.00146158,0.00146158
87,72.0174,0.73696,0.52006,0.90035,0.98635,1,0.995,0.81545,0.7129,0.56279,0.98583,0.00147593,0.00147593,0.00147593
88,72.897,0.83102,0.56134,0.93474,0.99929,1,0.995,0.78069,0.74854,0.6481,1.0038,0.00149022,0.00149022,0.00149022
89,73.5428,0.86672,0.60194,1.00274,0.99929,1,0.995,0.78069,0.74854,0.6481,1.0038,0.00150445,0.00150445,0.00150445
90,74.1841,0.8277,0.61315,0.98723,0.96836,0.95833,0.99056,0.77931,0.75085,0.67001,1.00211,0.00151861,0.00151861,0.00151861
91,74.831,0.88851,0.59903,1.01237,0.96836,0.95833,0.99056,0.77931,0.75085,0.67001,1.00211,0.0015327,0.0015327,0.0015327
92,75.5099,1.06086,0.67086,1.0274,0.95995,0.95833,0.99192,0.8079,0.74085,0.55633,0.98702,0.00154673,0.00154673,0.00154673
93,76.1766,0.85771,0.58746,0.95685,0.95995,0.95833,0.99192,0.8079,0.74085,0.55633,0.98702,0.00156069,0.00156069,0.00156069
94,76.835,0.9361,0.63063,0.97794,0.94763,1,0.995,0.7733,0.78851,0.51623,0.99322,0.00157458,0.00157458,0.00157458
95,77.5145,0.89667,0.57634,0.97381,0.94763,1,0.995,0.7733,0.78851,0.51623,0.99322,0.00158841,0.00158841,0.00158841
96,78.1991,0.89849,0.65215,0.96967,0.99409,1,0.995,0.75027,0.78704,0.51478,0.99125,0.00160218,0.00160218,0.00160218
97,78.8408,1.00378,0.71561,1.05967,0.99409,1,0.995,0.75027,0.78704,0.51478,0.99125,0.00161587,0.00161587,0.00161587
98,79.5107,0.9447,0.64256,0.96456,0.99455,1,0.995,0.75299,0.75521,0.51714,0.99295,0.0016295,0.0016295,0.0016295
99,80.1291,0.79433,0.58005,0.91028,0.99455,1,0.995,0.75299,0.75521,0.51714,0.99295,0.00164307,0.00164307,0.00164307
100,80.8023,0.92903,0.61234,0.95587,0.98979,1,0.995,0.7665,0.7622,0.49232,1.00661,0.00165657,0.00165657,0.00165657
101,81.4299,0.76985,0.56486,0.91557,0.98979,1,0.995,0.7665,0.7622,0.49232,1.00661,0.00167,0.00167,0.00167
102,82.1319,0.79405,0.53621,0.92753,0.9961,1,0.995,0.76629,0.77708,0.5111,1.00235,0.0016667,0.0016667,0.0016667
103,82.7923,0.96824,0.60937,1.0111,0.9961,1,0.995,0.76629,0.77708,0.5111,1.00235,0.0016634,0.0016634,0.0016634
104,83.6184,0.85253,0.67114,0.93296,0.9938,1,0.995,0.76256,0.81368,0.54279,1.02688,0.0016601,0.0016601,0.0016601
105,84.222,0.8582,0.54835,0.94628,0.9938,1,0.995,0.76256,0.81368,0.54279,1.02688,0.0016568,0.0016568,0.0016568
106,84.8789,0.8809,0.6059,0.98794,1,0.99962,0.995,0.75986,0.8422,0.55414,1.03176,0.0016535,0.0016535,0.0016535
107,85.5362,0.97126,0.69296,0.96295,1,0.99962,0.995,0.75986,0.8422,0.55414,1.03176,0.0016502,0.0016502,0.0016502
108,86.1825,0.84229,0.61119,0.99346,1,0.99884,0.995,0.76135,0.80008,0.54739,0.99554,0.0016469,0.0016469,0.0016469
109,86.7964,0.7703,0.5971,0.92737,1,0.99884,0.995,0.76135,0.80008,0.54739,0.99554,0.0016436,0.0016436,0.0016436
110,87.4773,0.86401,0.5902,0.94698,1,0.99784,0.995,0.74995,0.77984,0.54446,0.96677,0.0016403,0.0016403,0.0016403
111,88.1069,0.91759,0.66207,0.9499,1,0.99784,0.995,0.74995,0.77984,0.54446,0.96677,0.001637,0.001637,0.001637
112,88.8142,0.84056,0.57672,1.00616,0.95991,1,0.995,0.74933,0.82157,0.62265,0.96878,0.0016337,0.0016337,0.0016337
113,89.4515,0.82754,0.55191,0.95984,0.95991,1,0.995,0.74933,0.82157,0.62265,0.96878,0.0016304,0.0016304,0.0016304
114,90.1239,0.83586,0.6014,0.98077,0.88432,0.95563,0.98278,0.75488,0.83082,0.73353,0.96915,0.0016271,0.0016271,0.0016271
115,90.7836,0.86594,0.59847,0.9647,0.88432,0.95563,0.98278,0.75488,0.83082,0.73353,0.96915,0.0016238,0.0016238,0.0016238
116,91.4927,0.73894,0.56415,0.93905,0.88414,0.95405,0.96817,0.75733,0.8197,0.83602,0.98841,0.0016205,0.0016205,0.0016205
117,92.1342,0.78874,0.54964,0.96912,0.88414,0.95405,0.96817,0.75733,0.8197,0.83602,0.98841,0.0016172,0.0016172,0.0016172
118,92.791,0.80631,0.54685,0.89808,0.91923,0.94868,0.96262,0.7603,0.78557,0.7845,0.99354,0.0016139,0.0016139,0.0016139
119,93.423,0.92244,0.62188,0.95263,0.91923,0.94868,0.96262,0.7603,0.78557,0.7845,0.99354,0.0016106,0.0016106,0.0016106
120,94.2552,0.80015,0.60952,0.91092,0.92215,0.98746,0.96735,0.76949,0.74873,0.70302,0.98156,0.0016073,0.0016073,0.0016073
121,94.9014,0.70485,0.50568,0.91152,0.92215,0.98746,0.96735,0.76949,0.74873,0.70302,0.98156,0.001604,0.001604,0.001604
122,95.6069,0.88855,0.65864,0.89615,0.90845,1,0.96912,0.767,0.70656,0.64449,0.95787,0.0016007,0.0016007,0.0016007
123,96.2983,0.84399,0.58201,0.95754,0.90845,1,0.96912,0.767,0.70656,0.64449,0.95787,0.0015974,0.0015974,0.0015974
124,96.969,0.82654,0.54791,0.97931,0.89921,1,0.98269,0.75881,0.73158,0.64603,0.96424,0.0015941,0.0015941,0.0015941
125,97.6022,0.88449,0.63376,0.96825,0.89921,1,0.98269,0.75881,0.73158,0.64603,0.96424,0.0015908,0.0015908,0.0015908
126,98.2399,0.94946,0.61263,0.96796,0.91113,1,0.98711,0.78247,0.77472,0.63589,0.99622,0.0015875,0.0015875,0.0015875
127,98.885,0.89157,0.58135,0.92525,0.91113,1,0.98711,0.78247,0.77472,0.63589,0.99622,0.0015842,0.0015842,0.0015842
128,99.5408,0.79705,0.54052,0.9158,0.92295,0.99829,0.99026,0.78321,0.806,0.66776,1.01305,0.0015809,0.0015809,0.0015809
129,100.201,0.90848,0.56149,0.93226,0.92295,0.99829,0.99026,0.78321,0.806,0.66776,1.01305,0.0015776,0.0015776,0.0015776
130,100.866,0.83148,0.57834,0.93594,0.95326,1,0.9902,0.7931,0.77814,0.60197,0.98681,0.0015743,0.0015743,0.0015743
131,101.548,0.87632,0.5901,0.94742,0.95326,1,0.9902,0.7931,0.77814,0.60197,0.98681,0.001571,0.001571,0.001571
132,102.23,0.87219,0.60041,0.92293,0.95016,1,0.9934,0.81714,0.69839,0.53071,0.96076,0.0015677,0.0015677,0.0015677
133,102.893,0.7894,0.54998,0.88282,0.95016,1,0.9934,0.81714,0.69839,0.53071,0.96076,0.0015644,0.0015644,0.0015644
134,103.557,0.78844,0.60008,0.89425,0.99431,1,0.995,0.82149,0.67092,0.50337,0.96936,0.0015611,0.0015611,0.0015611
135,104.369,0.83652,0.55917,0.90974,0.99431,1,0.995,0.82149,0.67092,0.50337,0.96936,0.0015578,0.0015578,0.0015578
136,105.039,0.77791,0.53631,0.97399,1,0.99711,0.995,0.80055,0.73457,0.49861,0.9748,0.0015545,0.0015545,0.0015545
137,105.672,0.84067,0.59421,0.92759,1,0.99711,0.995,0.80055,0.73457,0.49861,0.9748,0.0015512,0.0015512,0.0015512
138,106.325,0.711,0.53967,0.89969,0.99071,1,0.995,0.77077,0.77824,0.4942,0.97949,0.0015479,0.0015479,0.0015479
139,107.037,0.9285,0.60213,0.94829,0.99071,1,0.995,0.77077,0.77824,0.4942,0.97949,0.0015446,0.0015446,0.0015446
140,107.726,0.78609,0.54734,0.9177,0.99388,1,0.995,0.76374,0.75552,0.50073,0.97737,0.0015413,0.0015413,0.0015413
141,108.374,0.75605,0.5436,0.89099,0.99388,1,0.995,0.76374,0.75552,0.50073,0.97737,0.001538,0.001538,0.001538
142,109.032,0.84947,0.62714,0.95664,0.99688,1,0.995,0.75858,0.72533,0.48819,0.98223,0.0015347,0.0015347,0.0015347
143,109.687,0.7985,0.55383,0.94407,0.99688,1,0.995,0.75858,0.72533,0.48819,0.98223,0.0015314,0.0015314,0.0015314
144,110.37,0.80045,0.56134,0.9662,1,0.99813,0.995,0.7861,0.73477,0.48736,0.99004,0.0015281,0.0015281,0.0015281
145,110.999,0.74804,0.5313,0.93863,1,0.99813,0.995,0.7861,0.73477,0.48736,0.99004,0.0015248,0.0015248,0.0015248
146,111.689,0.8421,0.57538,1.00918,0.95955,1,0.9934,0.77614,0.71987,0.51622,0.97507,0.0015215,0.0015215,0.0015215
147,112.346,0.7238,0.51572,0.93731,0.95955,1,0.9934,0.77614,0.71987,0.51622,0.97507,0.0015182,0.0015182,0.0015182
148,113.02,0.80427,0.61013,0.89437,0.91284,1,0.99026,0.79159,0.68178,0.50453,0.96825,0.0015149,0.0015149,0.0015149
149,113.7,0.86688,0.52846,0.9891,0.91284,1,0.99026,0.79159,0.68178,0.50453,0.96825,0.0015116,0.0015116,0.0015116
150,114.553,0.76589,0.52167,0.93676,1,0.94318,0.99192,0.80925,0.66471,0.52678,0.98063,0.0015083,0.0015083,0.0015083
151,115.241,0.7082,0.51479,0.95934,1,0.94318,0.99192,0.80925,0.66471,0.52678,0.98063,0.001505,0.001505,0.001505
152,115.921,0.78675,0.53572,0.92075,0.92249,0.992,0.98145,0.81633,0.70621,0.52802,0.96602,0.0015017,0.0015017,0.0015017
153,116.613,0.74879,0.51714,0.90929,0.92249,0.992,0.98145,0.81633,0.70621,0.52802,0.96602,0.0014984,0.0014984,0.0014984
154,117.301,0.77513,0.55343,0.93805,0.91886,0.94411,0.97159,0.80862,0.7168,0.53717,0.96876,0.0014951,0.0014951,0.0014951
155,117.957,0.77922,0.52977,0.91434,0.91886,0.94411,0.97159,0.80862,0.7168,0.53717,0.96876,0.0014918,0.0014918,0.0014918
156,118.695,0.80088,0.5794,0.96018,0.85561,1,0.9633,0.8197,0.68913,0.55098,0.95495,0.0014885,0.0014885,0.0014885
157,119.335,0.81432,0.5586,0.95005,0.85561,1,0.9633,0.8197,0.68913,0.55098,0.95495,0.0014852,0.0014852,0.0014852
158,120.032,0.86173,0.73102,1.01231,0.8512,1,0.97017,0.83223,0.68475,0.5227,0.93993,0.0014819,0.0014819,0.0014819
159,120.702,0.8392,0.58202,0.96438,0.8512,1,0.97017,0.83223,0.68475,0.5227,0.93993,0.0014786,0.0014786,0.0014786
160,121.381,0.8227,0.55437,0.94906,0.92136,1,0.97269,0.81752,0.70521,0.5168,0.95335,0.0014753,0.0014753,0.0014753
161,121.99,0.72908,0.51735,0.93743,0.92136,1,0.97269,0.81752,0.70521,0.5168,0.95335,0.001472,0.001472,0.001472
162,122.655,0.69622,0.49983,0.92809,0.884,1,0.96056,0.79272,0.71762,0.51459,0.95637,0.0014687,0.0014687,0.0014687
163,123.295,0.82894,0.5912,0.97957,0.884,1,0.96056,0.79272,0.71762,0.51459,0.95637,0.0014654,0.0014654,0.0014654
164,124.155,0.73872,0.50274,0.91666,0.8825,1,0.96421,0.78973,0.7356,0.5416,0.96232,0.0014621,0.0014621,0.0014621
165,124.775,0.88992,0.57628,0.94823,0.8825,1,0.96421,0.78973,0.7356,0.5416,0.96232,0.0014588,0.0014588,0.0014588
166,125.434,0.67792,0.49447,0.97832,0.91197,1,0.97077,0.77009,0.77889,0.57371,0.97085,0.0014555,0.0014555,0.0014555
167,126.06,0.7117,0.51997,0.95134,0.91197,1,0.97077,0.77009,0.77889,0.57371,0.97085,0.0014522,0.0014522,0.0014522
168,126.726,0.72187,0.52817,0.93005,0.91209,1,0.96668,0.76907,0.80105,0.58728,0.98121,0.0014489,0.0014489,0.0014489
169,127.36,0.73519,0.50369,0.9123,0.91209,1,0.96668,0.76907,0.80105,0.58728,0.98121,0.0014456,0.0014456,0.0014456
170,128.117,0.71035,0.47463,0.95683,0.91087,1,0.97077,0.75421,0.81346,0.59032,0.98586,0.0014423,0.0014423,0.0014423
171,128.753,0.69697,0.50213,0.85152,0.91087,1,0.97077,0.75421,0.81346,0.59032,0.98586,0.001439,0.001439,0.001439
172,129.439,0.7072,0.48392,0.90265,0.94013,1,0.9918,0.79626,0.82238,0.58422,1.00321,0.0014357,0.0014357,0.0014357
173,130.096,0.75228,0.53005,0.92403,0.94013,1,0.9918,0.79626,0.82238,0.58422,1.00321,0.0014324,0.0014324,0.0014324
174,130.817,0.73407,0.48301,0.87487,0.88689,1,0.98885,0.79982,0.7899,0.60194,1.00854,0.0014291,0.0014291,0.0014291
175,131.515,0.74712,0.5371,0.8851,0.88689,1,0.98885,0.79982,0.7899,0.60194,1.00854,0.0014258,0.0014258,0.0014258
176,132.204,0.77466,0.52143,0.93736,0.91261,1,0.98079,0.82086,0.72547,0.57999,0.99564,0.0014225,0.0014225,0.0014225
177,132.854,0.72788,0.56326,0.91398,0.91261,1,0.98079,0.82086,0.72547,0.57999,0.99564,0.0014192,0.0014192,0.0014192
178,133.665,0.7666,0.52518,0.90047,0.9066,1,0.9746,0.80949,0.68232,0.5398,0.97881,0.0014159,0.0014159,0.0014159
179,134.318,0.78113,0.52879,0.944,0.9066,1,0.9746,0.80949,0.68232,0.5398,0.97881,0.0014126,0.0014126,0.0014126
180,135.002,0.74879,0.52585,0.95253,0.90906,1,0.98577,0.80578,0.70933,0.53171,1.00139,0.0014093,0.0014093,0.0014093
181,135.651,0.70133,0.4724,0.92688,0.90906,1,0.98577,0.80578,0.70933,0.53171,1.00139,0.001406,0.001406,0.001406
182,136.524,0.71377,0.50271,0.9199,0.91502,1,0.9886,0.81329,0.78986,0.57896,1.03322,0.0014027,0.0014027,0.0014027
183,137.242,0.75831,0.50451,0.90167,0.91502,1,0.9886,0.81329,0.78986,0.57896,1.03322,0.0013994,0.0013994,0.0013994
184,137.902,0.69425,0.50145,0.89312,0.91935,1,0.995,0.79562,0.8691,0.60771,1.06137,0.0013961,0.0013961,0.0013961
185,138.552,0.73871,0.49218,0.93648,0.91935,1,0.995,0.79562,0.8691,0.60771,1.06137,0.0013928,0.0013928,0.0013928
186,139.264,0.68913,0.48443,0.87046,0.9463,1,0.995,0.79471,0.82364,0.63899,1.03641,0.0013895,0.0013895,0.0013895
187,139.901,0.7489,0.55808,0.93211,0.9463,1,0.995,0.79471,0.82364,0.63899,1.03641,0.0013862,0.0013862,0.0013862
188,140.615,0.81529,0.53866,1.00782,0.94242,1,0.9886,0.81617,0.76085,0.62061,1.00582,0.0013829,0.0013829,0.0013829
189,141.255,0.71552,0.50165,0.91644,0.94242,1,0.9886,0.81617,0.76085,0.62061,1.00582,0.0013796,0.0013796,0.0013796
190,141.926,0.73598,0.52629,0.95468,0.94311,1,0.9834,0.81873,0.68581,0.59425,0.97167,0.0013763,0.0013763,0.0013763
