epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,30.9437,1.2345,1.76453,1.15998,0.00282,0.84615,0.0939,0.05893,1.84701,4.34991,1.60455,0.00058218,0.00058218,0.00058218
32,31.5361,1.41398,1.56837,1.21029,0.00282,0.84615,0.15611,0.05754,2.03209,4.29887,1.74801,0.000600972,0.000600972,0.000600972
33,32.1185,1.25012,1.67356,1.14145,0.00308,0.92308,0.15421,0.0778,2.06208,4.30492,1.78243,0.000619725,0.000619725,0.000619725
34,32.7252,1.37662,1.76837,1.18438,0.00282,0.84615,0.13428,0.07138,2.07166,4.16815,1.83635,0.000638438,0.000638438,0.000638438
35,33.3343,1.57309,2.01121,1.4527,0.00282,0.84615,0.13321,0.06104,2.10012,4.18725,1.8407,0.000657111,0.000657111,0.000657111
36,33.9406,1.36911,2.13752,1.25037,0.00308,0.92308,0.17611,0.07243,2.01383,4.27153,1.7812,0.000675745,0.000675745,0.000675745
37,34.6684,1.15626,1.9444,1.18886,0.00308,0.92308,0.18053,0.10309,1.84615,4.23891,1.64061,0.000694339,0.000694339,0.000694339
38,35.2268,1.4098,2.14153,1.1769,0.00256,0.76923,0.17615,0.10552,1.87064,4.3761,1.70828,0.000712894,0.000712894,0.000712894
39,35.8353,1.37955,2.0321,1.22028,0.00308,0.92308,0.28003,0.13817,1.69283,4.10685,1.61142,0.000731409,0.000731409,0.000731409
40,36.3929,1.05446,1.88972,1.14182,0.00308,0.92308,0.2749,0.13971,1.58722,3.9638,1.63707,0.000749884,0.000749884,0.000749884
41,36.959,1.37461,1.74817,1.16109,0.00333,1,0.29686,0.11149,1.62179,3.88097,1.61622,0.00076832,0.00076832,0.00076832
42,37.5286,1.45435,2.02441,1.3387,0.00333,1,0.27658,0.10491,1.55385,3.92746,1.58552,0.000786716,0.000786716,0.000786716
43,38.1206,1.43825,1.90223,1.31046,0.00647,1,0.26755,0.07631,1.54464,4.03922,1.66091,0.000805073,0.000805073,0.000805073
44,38.6887,1.48133,1.94035,1.18213,0.08526,0.23077,0.14207,0.05417,1.59324,4.03924,1.67888,0.00082339,0.00082339,0.00082339
45,39.2843,1.37202,1.92634,1.24838,0.08372,0.23077,0.12495,0.05803,1.53047,3.98446,1.67641,0.000841667,0.000841667,0.000841667
46,39.8574,1.23501,1.73027,1.17052,0.5788,0.15385,0.20264,0.09808,1.43133,3.75369,1.56336,0.000859905,0.000859905,0.000859905
47,40.4303,1.2029,1.71728,1.206,0.47146,0.15385,0.20252,0.09743,1.70427,3.73903,1.6252,0.000878103,0.000878103,0.000878103
48,40.9732,1.30052,1.56312,1.07648,0.20006,0.23077,0.22605,0.14954,1.5076,3.82229,1.5551,0.000896262,0.000896262,0.000896262
49,41.5534,1.31575,1.56181,1.1802,0.1237,0.23077,0.24985,0.10984,1.74455,3.95824,1.68111,0.000914381,0.000914381,0.000914381
50,42.1197,1.37633,1.86095,1.26888,0.05798,0.30769,0.17986,0.07439,1.87592,3.93319,1.80379,0.00093246,0.00093246,0.00093246
51,42.8756,1.26892,1.81411,1.2373,0.05798,0.30769,0.17986,0.07439,1.87592,3.93319,1.80379,0.0009505,0.0009505,0.0009505
52,43.5317,1.17233,1.60225,1.26386,0.1356,0.30769,0.13546,0.04788,1.83362,3.81772,1.71199,0.0009685,0.0009685,0.0009685
53,44.255,1.51678,1.74907,1.29073,0.1356,0.30769,0.13546,0.04788,1.83362,3.81772,1.71199,0.000986461,0.000986461,0.000986461
54,45.013,1.40593,1.65715,1.25172,0.12689,0.31319,0.18903,0.06316,1.87654,3.71322,1.76789,0.00100438,0.00100438,0.00100438
55,45.5724,1.31192,1.81891,1.19099,0.12689,0.31319,0.18903,0.06316,1.87654,3.71322,1.76789,0.00102226,0.00102226,0.00102226
56,46.1686,1.22981,1.57711,1.11974,0.47925,0.15385,0.28721,0.07937,1.79792,3.81928,1.73973,0.0010401,0.0010401,0.0010401
57,46.7144,1.14659,1.95446,1.30515,0.47925,0.15385,0.28721,0.07937,1.79792,3.81928,1.73973,0.00105791,0.00105791,0.00105791
58,47.3084,1.178,1.37969,1.07015,0.54679,0.30769,0.3732,0.18133,1.72903,3.44052,1.71873,0.00107567,0.00107567,0.00107567
59,47.8631,1.16117,1.64302,1.14593,0.54679,0.30769,0.3732,0.18133,1.72903,3.44052,1.71873,0.00109339,0.00109339,0.00109339
60,48.4558,1.33326,1.6949,1.177,0.67617,0.30769,0.36065,0.17405,1.66808,3.36363,1.6359,0.00111108,0.00111108,0.00111108
61,49.0247,1.17853,1.55233,1.08631,0.67617,0.30769,0.36065,0.17405,1.66808,3.36363,1.6359,0.00112872,0.00112872,0.00112872
62,49.5864,1.323,1.67024,1.17136,0.54043,0.30769,0.40332,0.19966,1.46803,3.14253,1.60758,0.00114632,0.00114632,0.00114632
63,50.2213,1.19266,1.55246,1.17987,0.54043,0.30769,0.40332,0.19966,1.46803,3.14253,1.60758,0.00116389,0.00116389,0.00116389
64,50.8297,1.17429,1.56834,1.15503,0.45682,0.26119,0.45128,0.20483,1.48327,3.04585,1.64452,0.00118141,0.00118141,0.00118141
65,51.3934,1.42755,1.91762,1.2999,0.45682,0.26119,0.45128,0.20483,1.48327,3.04585,1.64452,0.0011989,0.0011989,0.0011989
66,51.9884,1.16594,1.34158,1.1763,0.41167,0.46154,0.39289,0.14398,1.63891,2.90583,1.92407,0.00121635,0.00121635,0.00121635
67,52.5113,1.27967,1.61195,1.18784,0.41167,0.46154,0.39289,0.14398,1.63891,2.90583,1.92407,0.00123375,0.00123375,0.00123375
68,53.2863,1.29374,1.50492,1.27901,0.46863,0.30769,0.34941,0.12101,1.65848,2.95395,1.85878,0.00125112,0.00125112,0.00125112
69,53.8309,1.24308,1.44399,1.21437,0.46863,0.30769,0.34941,0.12101,1.65848,2.95395,1.85878,0.00126844,0.00126844,0.00126844
70,54.4108,1.45042,1.48945,1.25404,0.62258,0.38114,0.53776,0.18205,1.59235,2.84888,1.65766,0.00128573,0.00128573,0.00128573
71,54.9625,1.12592,1.33923,1.19289,0.62258,0.38114,0.53776,0.18205,1.59235,2.84888,1.65766,0.00130298,0.00130298,0.00130298
72,55.5488,1.14965,1.3319,1.18357,0.7171,0.46154,0.52337,0.23391,1.56022,2.77507,1.65701,0.00132019,0.00132019,0.00132019
73,56.1428,1.20079,1.52036,1.30198,0.7171,0.46154,0.52337,0.23391,1.56022,2.77507,1.65701,0.00133736,0.00133736,0.00133736
74,56.7129,1.21507,1.71164,1.18905,0.18697,0.23077,0.15416,0.06509,1.55787,3.16217,1.68986,0.00135449,0.00135449,0.00135449
75,57.2837,1.14033,1.21567,1.08198,0.18697,0.23077,0.15416,0.06509,1.55787,3.16217,1.68986,0.00137158,0.00137158,0.00137158
76,57.8785,1.27484,1.36921,1.18545,0.45723,0.07692,0.11239,0.04212,1.6591,3.69227,1.64066,0.00138863,0.00138863,0.00138863
77,58.4406,1.26309,1.36991,1.15927,0.45723,0.07692,0.11239,0.04212,1.6591,3.69227,1.64066,0.00140564,0.00140564,0.00140564
78,59.0466,1.2499,1.36707,1.1152,0.19477,0.07692,0.03762,0.01006,1.8208,4.28259,1.8707,0.00142261,0.00142261,0.00142261
79,59.5583,1.4139,1.45944,1.14406,0.19477,0.07692,0.03762,0.01006,1.8208,4.28259,1.8707,0.00143954,0.00143954,0.00143954
80,60.1228,1.33884,1.43993,1.21623,0.8679,0.07692,0.11718,0.04552,1.60756,3.96214,1.62574,0.00145643,0.00145643,0.00145643
81,60.6792,1.56011,1.69252,1.41272,0.8679,0.07692,0.11718,0.04552,1.60756,3.96214,1.62574,0.00147328,0.00147328,0.00147328
82,61.2843,1.1311,1.32618,1.12159,0.10972,0.23077,0.06242,0.01948,1.7526,4.05878,1.86139,0.00149009,0.00149009,0.00149009
83,61.9934,1.30556,1.42649,1.1881,0.10972,0.23077,0.06242,0.01948,1.7526,4.05878,1.86139,0.00150686,0.00150686,0.00150686
84,62.5474,1.3326,1.49479,1.29396,0.12768,0.30769,0.11866,0.04518,1.97056,3.20523,2.02658,0.0015236,0.0015236,0.0015236
85,63.0464,1.38129,1.40834,1.22684,0.12768,0.30769,0.11866,0.04518,1.97056,3.20523,2.02658,0.00154029,0.00154029,0.00154029
86,63.8164,1.27545,1.20717,1.15714,0.2614,0.43637,0.21666,0.08919,1.94338,2.99141,2.03153,0.00155695,0.00155695,0.00155695
87,64.5121,1.31151,1.37863,1.22154,0.2614,0.43637,0.21666,0.08919,1.94338,2.99141,2.03153,0.00157356,0.00157356,0.00157356
88,65.1061,1.1598,1.57486,1.34717,0.09449,0.33754,0.13974,0.05836,1.6688,4.21678,1.70855,0.00159013,0.00159013,0.00159013
89,65.6836,1.30538,1.30879,1.13625,0.09449,0.33754,0.13974,0.05836,1.6688,4.21678,1.70855,0.00160667,0.00160667,0.00160667
90,66.2807,1.50646,1.52274,1.45209,0.20214,0.07692,0.10349,0.04396,1.70045,6.6533,1.77426,0.00162316,0.00162316,0.00162316
91,66.8661,1.42078,1.46067,1.27931,0.20214,0.07692,0.10349,0.04396,1.70045,6.6533,1.77426,0.00163962,0.00163962,0.00163962
92,67.4763,1.30536,1.34922,1.28606,0.1486,0.07692,0.09226,0.03153,1.68966,7.1106,1.71373,0.00165604,0.00165604,0.00165604
93,68.0261,1.44562,1.42774,1.33178,0.1486,0.07692,0.09226,0.03153,1.68966,7.1106,1.71373,0.00167241,0.00167241,0.00167241
94,68.636,1.47233,1.25399,1.24045,0.10331,0.07692,0.02118,0.0086,1.8226,5.82286,1.7814,0.00168875,0.00168875,0.00168875
95,69.1855,1.33276,1.34097,1.32827,0.10331,0.07692,0.02118,0.0086,1.8226,5.82286,1.7814,0.00170505,0.00170505,0.00170505
96,69.7664,1.28657,1.24792,1.25348,0.05586,0.07692,0.01942,0.00885,1.84702,4.4298,1.89356,0.00172131,0.00172131,0.00172131
97,70.4563,1.17655,1.19981,1.18259,0.05586,0.07692,0.01942,0.00885,1.84702,4.4298,1.89356,0.00173752,0.00173752,0.00173752
98,70.9991,1.36227,1.54348,1.28553,0.08766,0.15385,0.04573,0.02212,2.0609,3.3071,2.06996,0.0017537,0.0017537,0.0017537
99,71.5327,1.38026,1.46145,1.26269,0.08766,0.15385,0.04573,0.02212,2.0609,3.3071,2.06996,0.00176984,0.00176984,0.00176984
100,72.1054,1.18801,1.17144,1.21987,0.78046,0.23077,0.29982,0.15112,1.8419,3.11159,1.99574,0.00178594,0.00178594,0.00178594
101,72.6666,1.26406,1.1903,1.1167,0.78046,0.23077,0.29982,0.15112,1.8419,3.11159,1.99574,0.001802,0.001802,0.001802
102,73.2562,1.19562,1.23972,1.21365,0.31489,0.23077,0.16217,0.06775,1.76799,3.05454,1.97893,0.00180002,0.00180002,0.00180002
103,73.7887,1.26763,1.2105,1.24207,0.31489,0.23077,0.16217,0.06775,1.76799,3.05454,1.97893,0.00179804,0.00179804,0.00179804
104,74.3987,1.2739,1.4253,1.30342,0.30281,0.40166,0.22545,0.08006,2.01043,2.81474,2.11995,0.00179606,0.00179606,0.00179606
105,74.9288,1.32631,1.34061,1.28888,0.30281,0.40166,0.22545,0.08006,2.01043,2.81474,2.11995,0.00179408,0.00179408,0.00179408
106,75.485,1.33409,1.27076,1.17247,0.40588,0.46154,0.34447,0.14838,1.99707,2.46119,2.33335,0.0017921,0.0017921,0.0017921
107,75.9819,1.40963,1.26073,1.18762,0.40588,0.46154,0.34447,0.14838,1.99707,2.46119,2.33335,0.00179012,0.00179012,0.00179012
108,76.6051,1.21692,1.28717,1.14936,0.69988,0.38462,0.39063,0.16809,2.30581,2.54588,2.25553,0.00178814,0.00178814,0.00178814
109,77.1351,1.2659,1.13393,1.2427,0.69988,0.38462,0.39063,0.16809,2.30581,2.54588,2.25553,0.00178616,0.00178616,0.00178616
110,78.0066,1.17955,1.21564,1.22589,0.69739,0.30769,0.36457,0.17602,1.66272,2.51003,1.82367,0.00178418,0.00178418,0.00178418
111,78.5977,1.34667,1.32651,1.27481,0.69739,0.30769,0.36457,0.17602,1.66272,2.51003,1.82367,0.0017822,0.0017822,0.0017822
112,79.5076,1.34036,1.31391,1.29005,0.74231,0.76923,0.81967,0.49517,1.42138,1.60911,1.624,0.00178022,0.00178022,0.00178022
113,80.0778,1.32665,1.15894,1.12438,0.74231,0.76923,0.81967,0.49517,1.42138,1.60911,1.624,0.00177824,0.00177824,0.00177824
114,80.6783,1.24792,1.15826,1.24117,0.92189,0.90888,0.96059,0.48487,1.50339,1.80255,1.74205,0.00177626,0.00177626,0.00177626
115,81.2483,1.18626,1.12598,1.08847,0.92189,0.90888,0.96059,0.48487,1.50339,1.80255,1.74205,0.00177428,0.00177428,0.00177428
116,81.8399,1.29721,1.42528,1.25583,0.9279,0.99057,0.96786,0.50463,1.45273,1.90594,1.76755,0.0017723,0.0017723,0.0017723
117,82.4139,1.22048,1.0853,1.21194,0.9279,0.99057,0.96786,0.50463,1.45273,1.90594,1.76755,0.00177032,0.00177032,0.00177032
118,83.0314,1.2505,1.16532,1.16947,0.90683,0.84615,0.94306,0.52786,1.47913,1.92045,1.66292,0.00176834,0.00176834,0.00176834
119,83.6451,1.05403,1.03781,1.14323,0.90683,0.84615,0.94306,0.52786,1.47913,1.92045,1.66292,0.00176636,0.00176636,0.00176636
120,84.2514,1.29073,1.23976,1.19593,0.50797,0.87436,0.67965,0.30516,1.64031,2.48013,1.8197,0.00176438,0.00176438,0.00176438
121,84.7732,1.21409,1.05816,1.16043,0.50797,0.87436,0.67965,0.30516,1.64031,2.48013,1.8197,0.0017624,0.0017624,0.0017624
122,85.3962,1.24103,1.09725,1.26217,0.4535,0.69231,0.5524,0.26444,1.90858,2.57323,1.97366,0.00176042,0.00176042,0.00176042
123,85.9129,1.14432,1.01163,1.21405,0.4535,0.69231,0.5524,0.26444,1.90858,2.57323,1.97366,0.00175844,0.00175844,0.00175844
124,86.4864,1.36441,1.22396,1.30349,0.74036,0.46154,0.65545,0.27078,1.70434,2.75989,1.88213,0.00175646,0.00175646,0.00175646
125,87.0679,1.17161,1.13295,1.18734,0.74036,0.46154,0.65545,0.27078,1.70434,2.75989,1.88213,0.00175448,0.00175448,0.00175448
126,87.6447,1.22209,1.09317,1.16826,0.50409,0.46154,0.49062,0.29429,1.58197,3.50961,1.8183,0.0017525,0.0017525,0.0017525
127,88.3377,1.09417,1.01712,1.20483,0.50409,0.46154,0.49062,0.29429,1.58197,3.50961,1.8183,0.00175052,0.00175052,0.00175052
128,88.9044,1.21865,1.01437,1.14175,0.3574,0.55686,0.44297,0.28316,1.47485,2.99755,1.67524,0.00174854,0.00174854,0.00174854
129,89.4484,1.13371,0.99096,1.10988,0.3574,0.55686,0.44297,0.28316,1.47485,2.99755,1.67524,0.00174656,0.00174656,0.00174656
130,89.9962,1.22009,1.08724,1.18715,0.49748,0.68572,0.52053,0.30654,1.65973,2.39287,1.76243,0.00174458,0.00174458,0.00174458
131,90.5458,1.38524,1.15615,1.29511,0.49748,0.68572,0.52053,0.30654,1.65973,2.39287,1.76243,0.0017426,0.0017426,0.0017426
132,91.1552,1.22005,1.28942,1.26167,0.47468,0.46154,0.50769,0.31432,1.60163,2.26462,1.70272,0.00174062,0.00174062,0.00174062
133,91.7294,1.49427,1.19439,1.34894,0.47468,0.46154,0.50769,0.31432,1.60163,2.26462,1.70272,0.00173864,0.00173864,0.00173864
134,92.286,1.12986,1.08677,1.20855,0.5476,0.61538,0.51078,0.28648,1.44797,2.26353,1.61717,0.00173666,0.00173666,0.00173666
135,92.883,1.31968,1.10535,1.1169,0.5476,0.61538,0.51078,0.28648,1.44797,2.26353,1.61717,0.00173468,0.00173468,0.00173468
136,93.4826,1.59935,1.40353,1.34905,0.79585,0.60103,0.72684,0.32682,1.49897,2.30902,1.58747,0.0017327,0.0017327,0.0017327
137,94.0085,1.29586,1.11411,1.20813,0.79585,0.60103,0.72684,0.32682,1.49897,2.30902,1.58747,0.00173072,0.00173072,0.00173072
138,94.5829,1.44245,1.2286,1.21847,0.41843,0.69231,0.5749,0.30568,1.55579,2.53261,1.64459,0.00172874,0.00172874,0.00172874
139,95.1534,1.31629,1.23675,1.1946,0.41843,0.69231,0.5749,0.30568,1.55579,2.53261,1.64459,0.00172676,0.00172676,0.00172676
140,95.7464,1.24362,0.98776,1.16695,0.33277,0.61538,0.3697,0.19014,1.65933,3.14178,1.61656,0.00172478,0.00172478,0.00172478
141,96.2695,1.34369,1.17727,1.41596,0.33277,0.61538,0.3697,0.19014,1.65933,3.14178,1.61656,0.0017228,0.0017228,0.0017228
142,97.0043,1.30606,1.19321,1.33695,0.08804,0.61538,0.1517,0.10346,1.63639,5.95673,1.67652,0.00172082,0.00172082,0.00172082
143,97.5177,1.11297,0.93507,1.03551,0.08804,0.61538,0.1517,0.10346,1.63639,5.95673,1.67652,0.00171884,0.00171884,0.00171884
144,98.1235,1.24821,1.03995,1.18292,0.12365,0.15385,0.0486,0.02693,1.69436,8.93084,1.67134,0.00171686,0.00171686,0.00171686
145,98.6603,1.21838,1.01992,1.18192,0.12365,0.15385,0.0486,0.02693,1.69436,8.93084,1.67134,0.00171488,0.00171488,0.00171488
146,99.23,1.33509,1.02997,1.18458,0.06543,0.30769,0.04181,0.02074,1.7577,10.4305,1.69898,0.0017129,0.0017129,0.0017129
147,99.7803,1.19729,1.00974,1.07623,0.06543,0.30769,0.04181,0.02074,1.7577,10.4305,1.69898,0.00171092,0.00171092,0.00171092
148,100.376,1.37745,1.16562,1.13506,0.04429,0.07692,0.01235,0.00591,2.01592,9.59359,2.16848,0.00170894,0.00170894,0.00170894
149,100.932,1.26663,1.0214,1.19944,0.04429,0.07692,0.01235,0.00591,2.01592,9.59359,2.16848,0.00170696,0.00170696,0.00170696
150,101.513,1.33694,1.05506,1.31101,0.0465,0.07692,0.01246,0.00734,2.04078,8.66858,2.0846,0.00170498,0.00170498,0.00170498
151,102.031,1.12729,0.88509,1.08658,0.0465,0.07692,0.01246,0.00734,2.04078,8.66858,2.0846,0.001703,0.001703,0.001703
152,102.643,1.0585,0.82647,1.03059,0.03375,0.07692,0.01633,0.01164,1.97498,7.14298,1.93383,0.00170102,0.00170102,0.00170102
153,103.186,1.23515,1.01663,1.16405,0.03375,0.07692,0.01633,0.01164,1.97498,7.14298,1.93383,0.00169904,0.00169904,0.00169904
154,103.785,1.3198,1.26758,1.28294,0.16742,0.07692,0.04366,0.02587,1.99789,4.94478,1.93951,0.00169706,0.00169706,0.00169706
155,104.471,1.06512,0.94704,1.037,0.16742,0.07692,0.04366,0.02587,1.99789,4.94478,1.93951,0.00169508,0.00169508,0.00169508
156,105.037,1.24507,1.11672,1.12721,0.73881,0.30769,0.32608,0.19499,1.94378,2.903,2.02034,0.0016931,0.0016931,0.0016931
157,105.723,1.03699,0.88178,1.07502,0.73881,0.30769,0.32608,0.19499,1.94378,2.903,2.02034,0.00169112,0.00169112,0.00169112
158,106.606,1.17127,0.93168,1.10082,0.74056,0.46154,0.45433,0.23367,1.91722,2.82116,2.02267,0.00168914,0.00168914,0.00168914
159,107.283,1.14121,0.99725,1.13735,0.74056,0.46154,0.45433,0.23367,1.91722,2.82116,2.02267,0.00168716,0.00168716,0.00168716
160,107.901,1.0882,0.90056,1.18635,0.76511,0.30769,0.3231,0.17076,2.12203,2.66754,2.1071,0.00168518,0.00168518,0.00168518
161,108.459,1.12349,0.9957,1.2445,0.76511,0.30769,0.3231,0.17076,2.12203,2.66754,2.1071,0.0016832,0.0016832,0.0016832
162,109.072,0.99428,0.85835,1.06718,0.347,0.30769,0.24939,0.16028,2.12658,3.68334,2.17178,0.00168122,0.00168122,0.00168122
163,109.653,1.10893,1.0188,1.20833,0.347,0.30769,0.24939,0.16028,2.12658,3.68334,2.17178,0.00167924,0.00167924,0.00167924
164,110.249,1.15862,0.89621,1.13031,0.29154,0.23077,0.22013,0.1055,1.90032,3.78349,1.96426,0.00167726,0.00167726,0.00167726
165,110.83,1.03655,0.86156,1.07811,0.29154,0.23077,0.22013,0.1055,1.90032,3.78349,1.96426,0.00167528,0.00167528,0.00167528
166,111.475,1.14437,0.97822,1.1101,0.71263,0.38462,0.47167,0.28042,1.76312,2.66753,1.9201,0.0016733,0.0016733,0.0016733
167,111.989,1.10739,0.8601,1.10545,0.71263,0.38462,0.47167,0.28042,1.76312,2.66753,1.9201,0.00167132,0.00167132,0.00167132
168,112.534,1.12695,0.92159,1.14655,0.95606,0.69231,0.80547,0.48809,1.40611,1.69471,1.56652,0.00166934,0.00166934,0.00166934
169,113.186,1.15409,1.00798,1.15217,0.95606,0.69231,0.80547,0.48809,1.40611,1.69471,1.56652,0.00166736,0.00166736,0.00166736
170,113.824,1.20272,0.90706,1.24518,0.88642,0.84615,0.95971,0.61627,1.14449,1.20415,1.30463,0.00166538,0.00166538,0.00166538
171,114.549,1.1747,0.8526,1.16702,0.88642,0.84615,0.95971,0.61627,1.14449,1.20415,1.30463,0.0016634,0.0016634,0.0016634
172,115.138,0.96217,1.04477,1.14359,0.60344,0.93698,0.76629,0.52003,1.10433,1.27527,1.29553,0.00166142,0.00166142,0.00166142
173,115.701,1.23024,1.08246,1.09662,0.60344,0.93698,0.76629,0.52003,1.10433,1.27527,1.29553,0.00165944,0.00165944,0.00165944
174,116.288,1.09935,0.96123,1.14492,0.34762,0.84615,0.41687,0.27059,1.09706,1.78691,1.2699,0.00165746,0.00165746,0.00165746
175,116.858,1.24125,0.88197,1.20187,0.34762,0.84615,0.41687,0.27059,1.09706,1.78691,1.2699,0.00165548,0.00165548,0.00165548
176,117.412,1.4003,1.10311,1.26817,0.35534,0.69231,0.32627,0.20488,1.17352,1.86695,1.33049,0.0016535,0.0016535,0.0016535
177,117.979,1.05842,0.84206,1.07019,0.35534,0.69231,0.32627,0.20488,1.17352,1.86695,1.33049,0.00165152,0.00165152,0.00165152
178,118.618,0.9544,0.92715,1.08421,0.71294,0.69231,0.73722,0.53751,1.16593,1.30711,1.34459,0.00164954,0.00164954,0.00164954
179,119.157,0.96767,0.75105,1.04406,0.71294,0.69231,0.73722,0.53751,1.16593,1.30711,1.34459,0.00164756,0.00164756,0.00164756
180,119.769,1.14257,0.98473,1.20324,0.90774,0.69231,0.8441,0.5882,1.14916,1.08093,1.31299,0.00164558,0.00164558,0.00164558
181,120.286,1.21875,1.24956,1.17035,0.90774,0.69231,0.8441,0.5882,1.14916,1.08093,1.31299,0.0016436,0.0016436,0.0016436
182,120.899,0.90348,0.75939,1.01188,1,0.9129,0.97289,0.65898,1.11319,0.92454,1.28676,0.00164162,0.00164162,0.00164162
183,121.469,1.06368,0.7464,1.12764,1,0.9129,0.97289,0.65898,1.11319,0.92454,1.28676,0.00163964,0.00163964,0.00163964
184,122.082,1.14195,0.8454,1.08094,0.92708,0.97915,0.97857,0.66752,1.13219,0.89245,1.30605,0.00163766,0.00163766,0.00163766
185,122.83,1.16521,0.82668,1.11402,0.92708,0.97915,0.97857,0.66752,1.13219,0.89245,1.30605,0.00163568,0.00163568,0.00163568
